,user_id,user_url,last_edited,item_id,helpful,recommend,review,fecha
1036,mavros88,http://steamcommunity.com/id/mavros88,Last edited July 17.,369200,1 of 6 people (17%) found this review helpful,False,Ridiculous I have an amd 390 series and this game is the only game i own that just plays at like 2 fps ♥♥♥♥♥♥♥t crap,2015-12-14
1037,mavros88,http://steamcommunity.com/id/mavros88,,288470,2 of 10 people (20%) found this review helpful,True,Fart.,2015-05-28
1042,mavros88,http://steamcommunity.com/id/mavros88,,209870,No ratings yet,True,Highly recommend this game it was one of the first i downloaded on pc and still i play and love it today.,2015-09-29
1043,mavros88,http://steamcommunity.com/id/mavros88,,216250,No ratings yet,True,Well first i will start by say.....blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2015-05-30
1044,mavros88,http://steamcommunity.com/id/mavros88,,50300,No ratings yet,True,played 5 mins and looking forward to more love this game!!!,2015-03-20
1046,Hummingsenpai,http://steamcommunity.com/id/Hummingsenpai,"Last edited July 29, 2015.",333930,No ratings yet,True,"Fast paced, objective based, teamwork and skills. Outplay the enemy team and sink them deep. Thumbs up for Dirty Bomb. Although it's currently in beta, with a few glitches here and there... LIKE NOT RELOADING PROPERLY! Sure you may encounter a HACKER TO RUIN LIFE. But overall, it's not pay to win, you can easily obtain what you want with just a bit of time and patience, whether it's mercs or opening AROUND 200 CASES AND GET **** ALL... sorry! I rate this game for it's objective based theme, whether you're good in gun fights or just overall terrible, there is always a merc that will suit your play style, medic, engineer, badass RHINO with a mini-gun or just simply keep ur team wealthy with ammo. :) Just remember, teamwork is key, communicate, strategize and execute together to overcome your enemy. (Teabagging is not recommended, as recalled on one of the most important rules of Dirty Bomb. Even though you're playing Dirty, don't... be... a... d.i.c.k :)",2015-07-29
1047,CHAAANG,http://steamcommunity.com/id/CHAAANG,"Last edited November 3, 2015.",10680,No ratings yet,True,"*Finishes achievement where you break all 50 of the alien goo bottles* - Is promised a reward, To this day. No reward.",2015-11-03
1048,CHAAANG,http://steamcommunity.com/id/CHAAANG,,238320,No ratings yet,True,This game makes even the crispiest people like me moist.,2015-09-23
1051,76561198077586769,http://steamcommunity.com/profiles/76561198077586769,,440,0 of 2 people (0%) found this review helpful,True,AMAZING!,2015-03-10
1052,bitmat,http://steamcommunity.com/id/bitmat,,300570,3 of 3 people (100%) found this review helpful,True,"A fantastic follow-up to the brilliant Space-Chem, I find the process of playing this game very similar to programming.  It's all about breaking down problems into smaller components that can be composed to generate a solution. Very rewarding to see a finished solution working.",2015-06-21
1053,bitmat,http://steamcommunity.com/id/bitmat,,201420,No ratings yet,True,"If Rayman Origins was a puzzle game, that game would be called Toki Tori 2. This game is just so smooth, and I couldn't discern if the graphics were polygon or sprite-based since the game does such a good job rendering the environment.  The puzzles are suitably challenging and the introduction of new mechanics is paced really well.",2013-07-11
1054,bitmat,http://steamcommunity.com/id/bitmat,,220240,No ratings yet,True,Closest you can get to Skyrim with guns.,2012-12-09
1055,bitmat,http://steamcommunity.com/id/bitmat,,211420,No ratings yet,True,"Hands down my favorite game of all time, here is a game that knows what it's about, and doesn't care if you get it or not.  This game is hard, not arbitrarily, but in a way that challenges you to experiement and learn. The setting and story are incredibly deep, and the atmosphere is genuinely haunting and foreboding.",2012-09-14
1056,76561198028483487,http://steamcommunity.com/profiles/76561198028483487,,238260,2 of 5 people (40%) found this review helpful,True,very realistic piball sim,2013-12-30
1057,Ghoster09,http://steamcommunity.com/id/Ghoster09,,206210,No ratings yet,True,Pedazo de juego es como jugar un CoD pero al estilo de Batman y ademas gratis muy recomendado aunque no se si todavia hay gente en su epoca se encontraban muchas partidas,2015-05-06
1058,Ghoster09,http://steamcommunity.com/id/Ghoster09,,570,No ratings yet,True,un moba muy bien creado lo recomiendo mucho pero pra los que teingan buenas pc esta muy bueno disfrutenlo :D,2014-07-17
1059,Ghoster09,http://steamcommunity.com/id/Ghoster09,,440,No ratings yet,True,Muy bueno para ser free to play es entretenido graficos unicos es entretenido porque juegas juegas no te aburres podes editar tus personajes con lo de la workshop y puedes ganar armas la verdad es una joya de valve,2014-05-17
1060,76561198081496844,http://steamcommunity.com/profiles/76561198081496844,,6060,No ratings yet,True,If you like Star Wars your going to love this game it has land battles and space battles and also a campeign the quick action battles are really good if you want to play around with weapons or vechiles i would give it 9/10,2014-05-16
1061,180577,http://steamcommunity.com/id/180577,,440,1 of 1 people (100%) found this review helpful,True,My game is crashing ever since that update came,2015-06-11
1062,Barridos,http://steamcommunity.com/id/Barridos,,4000,No ratings yet,True,Todavia depende del css?-_-,2014-04-09
1065,76561197988863895,http://steamcommunity.com/profiles/76561197988863895,,248820,No ratings yet,True,This game is simply awesome in all aspects. 11/10. A must buy.,2015-12-28
1066,76561198042728201,http://steamcommunity.com/profiles/76561198042728201,"Last edited May 31, 2014.",221100,1 of 2 people (50%) found this review helpful,True,"Dayz running simulator 2014,My favourite game out now!besides whats more fun than handcuffing your friends and making thm chug bleach",2014-05-16
1067,76561198042728201,http://steamcommunity.com/profiles/76561198042728201,,202970,No ratings yet,True,ok.,2014-10-01
1068,hbk1462,http://steamcommunity.com/id/hbk1462,,4000,No ratings yet,True,amazing,2014-06-25
1069,76561198088724903,http://steamcommunity.com/profiles/76561198088724903,,570,No ratings yet,True,this game is fun,2013-11-25
1070,76561198057521157,http://steamcommunity.com/profiles/76561198057521157,,344760,1 of 2 people (50%) found this review helpful,True,hey if the devs read this you need to add single player see it as for new players so they can get used to the game ok jut add single player plz,2015-04-04
1071,76561198057521157,http://steamcommunity.com/profiles/76561198057521157,,251570,2 of 4 people (50%) found this review helpful,True,7 days to die is one of my most played games i just love the thrill of playing it i give this game a 10/10,2014-05-20
1072,76561198057521157,http://steamcommunity.com/profiles/76561198057521157,,290080,3 of 8 people (38%) found this review helpful,False,when i try to create a singleplayer world it says local server can not be accessed plus the console thing that runs the programs stops working plz fix it,2014-10-14
1073,76561198057521157,http://steamcommunity.com/profiles/76561198057521157,,313120,No ratings yet,True,just played a hour of it just love it  i laff ery tiem the sharks died :D,2015-01-31
1075,76561198057389499,http://steamcommunity.com/profiles/76561198057389499,,222880,2 of 2 people (100%) found this review helpful,True,"Let's start off with something, this game is amazing.When you first start off in the game your going to be put in a Battlefeild/Counter strike enviroment, choosing between two teams (Insurgency or Security), you will be faced with a detailed loadout selection and class selection. Each class on each team has access to different guns, attachments etc. And you have a set amount of equipment tokens/points to spend on your loadout. You also have a weight meter which can determine whether your loadout will make you run fast or slow, and how fast your stamina will run out.Now lets get into the combat:The combat is fast paced at times and slow paced at others, you will constantly find yourself having to visually inspect whether you have killed a person and wondering ""should i check or should i run past and hope the enemy is dead"". From the last sentence you probably can tell the game is going to be realistic. It is. If you move up on your own your playing a wild card, instead you might want to call out a couple of your teammates to help you complete/capture an objective (Yes, there are a lot of different gamemodes to choose from, most of which include control areas). There is virtually no HUD (Heads Up Display), the only things that do show up on the hud is how many magazines you have, and info about the objective(s). The gunplay is realistic, recoil is a thing and attachments can supress that recoil but also you can by swithing modes on your gun or burst firing. 1-2 bullets from most guns can take down an enemy.Lets talk graphics:The graphics in the game are not spectactular, but still enough to immerse you in the gameplay, though the design and textures on the weapons look great. You can't really expect a game run and made on the source engine  and is only slightly modified is going to get you amazing Battlefield graphics.Overall Gameplay:The gameplay is realistic, tense and rewarding if you play the game right, what a mordern military shooter should be, it offers great and realistic gunplay, a variety of gamemodes and maps. Insurgency will keep you coming back to play some more (also teamwork is a thing in this game).",2014-11-14
1076,76561198057389499,http://steamcommunity.com/profiles/76561198057389499,Last edited March 17.,252950,1 of 1 people (100%) found this review helpful,True,Great banter has been had while playing this game. 10/10 would play again.BTW ONLY PLAY WITH CONTROLLLER PC CONTROLS ARE ♥♥♥♥,2015-12-25
1079,76561198057389499,http://steamcommunity.com/profiles/76561198057389499,,4000,No ratings yet,True,played around with the ♥♥♥♥ model on the workshop.its ok,2015-11-20
1080,76561198057389499,http://steamcommunity.com/profiles/76561198057389499,,440,No ratings yet,True,"Nice Game, good work GabeN",2014-09-13
1081,FHK,http://steamcommunity.com/id/FHK,,237930,1 of 1 people (100%) found this review helpful,True,"Finished it again and again. Pretty fun to come back and play through it again while forcing myself to use different loadouts. Great fusion of action points based planning with cooldown timer and real time action.(You get to activate a mode that freezes everything and allows you to plan moves, might not execute the way you want it exactly. Also a penalty of disabling all function use after activating said feature unless you have a modifier attached to a function. If you wonder what functions are, just think them as weapons you can use, and those weapons can also be used as a weapons modifier, tons of combinations to pummel everything in your way lul)",2015-12-27
1082,76561198030735076,http://steamcommunity.com/profiles/76561198030735076,"Last edited August 23, 2014.",570,2 of 2 people (100%) found this review helpful,True,"Join the other 8 Million people in world who have no lifes and play the russian simulator that will steal your soul, Dota 2",2013-10-20
1083,76561198030735076,http://steamcommunity.com/profiles/76561198030735076,"Last edited April 9, 2015.",339610,8 of 16 people (50%) found this review helpful,False,"Please dont play this game, but if you do please dont put money on this. Please dont download and slam.",2015-04-09
1084,Bluegills,http://steamcommunity.com/id/Bluegills,,293780,No ratings yet,True,"Really great game, even as of now. Played it with 3 others on a computer that was streamed to a PC using Xbox controllers, very fluid and fun game. The bot AI is quite good as well, would recommend picking up if you've got a spare $10 and a couple friends laying around somewhere.",2014-08-07
1085,Bluegills,http://steamcommunity.com/id/Bluegills,,20530,No ratings yet,True,The only good Red Faction.,2014-08-06
1086,Bluegills,http://steamcommunity.com/id/Bluegills,,208090,No ratings yet,True,"9/10Definately a good game, good mechanics, servers, originality.It's so damn funny as well.Gunplay is fun, teamwork is lacking.There are Bots as well as Australian Servers.TF2 pay model. Pay for cosmetics ONLY.This is not a ""Pay to Win"" game.2 Gigabyte download.Pretty good optimisation. Did I mention it was free?Menu tutorial, no tutorial on how to play the game though. (Should be self explanitory.)",2014-02-07
1087,Bluegills,http://steamcommunity.com/id/Bluegills,,57300,No ratings yet,True,Absolute piece of ♥♥♥♥ with no redeeming qualities.10/10 - IGN,2014-01-06
1088,Bluegills,http://steamcommunity.com/id/Bluegills,,39150,No ratings yet,True,Best Final Fantasy Ever.,2013-12-22
1089,Bluegills,http://steamcommunity.com/id/Bluegills,,70,No ratings yet,True,"This is, by far my most favourite game I have ever encountered and will never be changed.Why?Because I was brought up playing this game, as well as Team Fortress Classic (Cheers Uncle!), playing it everyday alongside my Playstation 1, SNES and Unreal Tournament.Reasons:+ Fast Paced+ Among the First and Greatest FPS games (alongside of Doom, Quake, Duke Nukem and Wolfenstein.)+ Creative+ Quality Graphics for its time (And is still a joy to look at)+ Different ways to approach situations and pathways.+ Puzzles!+ Aliens!+ Lot's of replayability+ Huge modding community! (Single Player mods [They Hunger, Point of View], Co-op Mods [Sven Co-op!], Multiplayer Mods [Counter-Strike, Team Fortress Classic - the best TF ever])- When you save in the wrong spot you may be screwed and may have to start over.- A.I can be dumb at timesSummaryThere's a reason why this was named GOTY by over 50 publications and given a 96/100 on metacritic, better than any CoD or any other generic shooter on today's market. Why buy Call of Duty: Ghosts when you can buy this beautiful gem right here?",2013-12-06
1090,Bluegills,http://steamcommunity.com/id/Bluegills,,13210,No ratings yet,True,"Unreal Tournament III brings back the good memorys of UT and UT2004, with upgraded graphics, tons of maps and gamemodes, polished characters and a new storyline.UT3 contains modernised graphics that can be run fairly easily (I'm running on an older laptop and it runs smoothly on high), even with lot's of action happening on screen.UT3 is fast paced, fun and rage-inducing when you keep getting dominated but finally kill them with a well-placed headshot or redemeer shot.I give UT3 a 9/10. It could easily get a 10/10 if there were more voice commands (lacking important voice commands such as ""No""), different character customisation abilities such as color (in FFA matches). I would recommend anyone this if they loved;Serious SamUnreal TournamentQuake III ArenaArcade ShootersSee you on the battlefield!",2012-12-04
1091,Bluegills,http://steamcommunity.com/id/Bluegills,,22120,No ratings yet,True,"10/10Made by the same people who made Amnesia: The Dark Descent. This game is Amnesia, but better, longer, more puzzles, modernised (glowsticks, flashlight; shoddy one at that) and scary >:)Expect to die multiple times by spiders, dogs, naked men with umbilicle cords to their ♥♥♥♥ and rolling stones.You are a guy who is looking for his father who he never heard from since he was born, until his mother's death. You go to greenland to search for answers.$5 for this amazing series is well worth the money. Go and get it :D",2012-07-17
1093,76561197970931849,http://steamcommunity.com/profiles/76561197970931849,,204100,0 of 1 people (0%) found this review helpful,True,The games ok till the last part. Jacks up the difficulty to stupid levels then it goes down hill real quick. Get it on sale.,2014-03-12
1094,76561197970931849,http://steamcommunity.com/profiles/76561197970931849,,319740,No ratings yet,False,A good game that gets you going and then finishes just to quickly. 3.4 hrs on record and i played it slowly. Buy it on special.,2015-07-04
1095,rrbr,http://steamcommunity.com/id/rrbr,"Last edited October 2, 2015.",244050,1 of 6 people (17%) found this review helpful,False,Impossible to figure out the controls is basically trying to suck all your money,2015-10-01
1096,rrbr,http://steamcommunity.com/id/rrbr,,270370,No ratings yet,True,Very fun rts considering it is free you should get it,2015-01-21
1097,13lazer,http://steamcommunity.com/id/13lazer,,33930,No ratings yet,True,DayZ,2012-07-15
1098,76561198044344399,http://steamcommunity.com/profiles/76561198044344399,Last edited June 19.,352460,0 of 1 people (0%) found this review helpful,True,anybody have no friends who have this gamewe can be friends and play together my steam is Bob,2015-08-03
1099,76561197999613236,http://steamcommunity.com/profiles/76561197999613236,,251570,1 of 2 people (50%) found this review helpful,True,it is relly good,2013-12-16
1100,76561197999613236,http://steamcommunity.com/profiles/76561197999613236,,271590,1 of 4 people (25%) found this review helpful,True,best modern open world game,2015-10-25
1101,76561197999613236,http://steamcommunity.com/profiles/76561197999613236,,24860,No ratings yet,True,great offline game,2015-11-28
1102,76561197999613236,http://steamcommunity.com/profiles/76561197999613236,,333950,No ratings yet,True,"Bin playing this game and they just released multiplayer, has got lots of bugs but has an amzaing potential to be good in the future. If you like space space engineers this game is for you.",2015-05-08
1103,RespekPlox,http://steamcommunity.com/id/RespekPlox,"Last edited April 28, 2015.",72850,No ratings yet,True,"Ok, I've switched to a positive review now. I highly suggest picking this game up, now they've removed paid mods. BUT a note the Beth/Valve. Don't use paid mods EVER again, m'kay?",2015-04-26
1104,76561198062288797,http://steamcommunity.com/profiles/76561198062288797,,333930,No ratings yet,True,"So far so good, the default characters supplied are not underpowered and so far your success depends on your skill not what character you are using or your enemies are using",2015-10-06
1105,76561198062288797,http://steamcommunity.com/profiles/76561198062288797,,346010,No ratings yet,True,"The core mechanics of the game are perfect apart from slight (I dont even think you could call them bugs) issues such as deleting braces which can be a little difficult but nothing game breaking. As of right now the only changes/updates that I feel need to happen are more maps, make the settings more detailed and NOTHING ELSE, THE GAME WORKS, PLEASE DO NOT CHANGE THE CORE, IT IS PERFECTTHANK YOU",2015-07-09
1106,bobseagull,http://steamcommunity.com/id/bobseagull,,730,1 of 1 people (100%) found this review helpful,True,"Make sure you dont need to ever eat dinner while playing competetive, my first cooldown for leaving was 24 hours :3",2014-08-26
1107,bobseagull,http://steamcommunity.com/id/bobseagull,,49520,1 of 1 people (100%) found this review helpful,True,I killed a giant ancient alien warrior with a pistol...Amazing.,2014-05-07
1108,bobseagull,http://steamcommunity.com/id/bobseagull,,242720,1 of 4 people (25%) found this review helpful,False,The name jfiam5udeh was taken... Best name maker simulator i've ever seen 10/10,2014-05-02
1109,bobseagull,http://steamcommunity.com/id/bobseagull,,238460,No ratings yet,True,"The journey through the game was very fun (and very difficult), and made me laugh while also making me want to stab myself in the eye with a screwdriver.The ending was amazing, my friend and I were so happy we made it to the end, and also super relieved we didn't have to torture ourselves any longer. 10/10 - Make sure no charp objects are near when playing.",2015-01-16
1110,bobseagull,http://steamcommunity.com/id/bobseagull,,251630,No ratings yet,True,I got the 500 attempts achievement. Pretty much explains my experience with this game... Still fun tho,2014-05-23
1111,bobseagull,http://steamcommunity.com/id/bobseagull,,220240,No ratings yet,True,"You can kill a shark with a flare gun.  If i were to give a reason to not buy the game, it's the fact that you nead Uplay... Uplay sucks ♥♥♥9/10",2014-05-07
1112,bobseagull,http://steamcommunity.com/id/bobseagull,,4000,No ratings yet,True,You can throw melons at people.10/10,2014-05-07
1113,bokkkbokkk,http://steamcommunity.com/id/bokkkbokkk,,346110,1 of 1 people (100%) found this review helpful,True,yep,2015-09-24
1114,bokkkbokkk,http://steamcommunity.com/id/bokkkbokkk,,346110,1 of 1 people (100%) found this review helpful,True,yep,2015-09-24
1115,Bonesdontrattlethem,http://steamcommunity.com/id/Bonesdontrattlethem,"Last edited September 27, 2015.",4000,No ratings yet,True,Became a suicide bomber 9/11,2014-06-20
1117,76561198062403736,http://steamcommunity.com/profiles/76561198062403736,,218620,No ratings yet,True,"THE THERMAL DRILL, GO GET IT!",2015-08-22
1118,76561198073642113,http://steamcommunity.com/profiles/76561198073642113,,550,1 of 1 people (100%) found this review helpful,True,this game is fckn EPIC!!!,2012-10-21
1119,76561198073642113,http://steamcommunity.com/profiles/76561198073642113,,218620,0 of 1 people (0%) found this review helpful,True,Beautiful,2014-01-06
1120,76561198073642113,http://steamcommunity.com/profiles/76561198073642113,,55140,No ratings yet,True,Beautiful,2013-12-17
1122,76561198211433640,http://steamcommunity.com/profiles/76561198211433640,,730,No ratings yet,True,саветую играть всем лицам игра норм играйте все то без читов,2015-11-13
1123,ilyjoepoe,http://steamcommunity.com/id/ilyjoepoe,,318430,1 of 1 people (100%) found this review helpful,True,"Bought for 14 cents, trading cards were 15 cents altogether. GG Volvo plz do better maths thnx Gabe senpai",2015-03-10
1124,Mantrouminati,http://steamcommunity.com/id/Mantrouminati,,570,No ratings yet,True,its beast,2014-01-30
1125,hididdlyhoe,http://steamcommunity.com/id/hididdlyhoe,"Last edited May 7, 2015.",440,2 of 2 people (100%) found this review helpful,True,One black class in the game that throws bombs.One russian in the game that is stupid.One australian who pisses in a jar.Racist game.9/11 -IGNoh and hats.,2014-10-18
1127,76561198027225504,http://steamcommunity.com/profiles/76561198027225504,,230410,0 of 1 people (0%) found this review helpful,True,"this is actually a seriously badass game and would recommend it even if it was at cost, but its bloody FREE! although most of the in-game features such as new classes to play as, weapons to equip, cosmetics, etc requires actual purchase, but initially  you can choose between 3 base classes (each class is defined more or less by the 4 abilities its capable of using), a tactical class that uses abilities that effect the player themself, teleportation, decoys, etc, a second class that focuses all its abilities into offensive power, and a nuetral class that has some offensive and some supportive abilities, your first character is free but to get more classes you have to either buy them outright or find some ""materials"" and ""components"" to make them and then pay with an ingame currency that your earn from doing missions, its kind of rediculous and your just better off buying stuff, not to mention only some weapons and stuff can be bought with the in game currency, but the game itself is free, so i kind of balances out, and i guess this way you only pay for the things want, but overall you can still play the game to a full extent without paying a cent",2014-07-18
1128,76561198027225504,http://steamcommunity.com/profiles/76561198027225504,,218620,0 of 2 people (0%) found this review helpful,True,"A brilliant game, definately recommend it. When you first start playing things can seem a bit overwhelming and especially if you're playing online not everyone is forgiving towards new players, but its definately easier to complete jobs online than with bots offline. the only thing that was disappointing was that its alot more work to create custom masks than i feel its worth, you need any combination of 3 components to make one: material, pattern, and paint. and the only way to get anyone of these at a time is as a random drop at the end of each completed mission, but you also have the chance of getting bonus cash, bonus xp, or a weapon mod (mods that you have to pay ludicrous amounts for to then actually use anyway, so thats another thing), but overall its an exellent game and highly recomended. dont feel bad if you're a lpw level, it doesnt take long to level up online and doing more difficult jobs with higher level plays who can carry you through jobs.",2014-08-12
1129,76561198027225504,http://steamcommunity.com/profiles/76561198027225504,,323470,No ratings yet,True,"Trained under Frieza as a Frieza-race, Wore Goku's Gi, got threatend by Frieza, then got hit on by Frieza.10/10 would emotionally conflict Frieza again.",2015-03-26
1130,76561198027225504,http://steamcommunity.com/profiles/76561198027225504,,271290,No ratings yet,True,"bought it, love it. i invested in the nemesis bundle because i was afraid that i'd get stuck with a lame default mech, but the fact of the matter is it doesnt matter what mech you use, you can still win. i wouldnt use the term ""pay to win"" but if you're willing to put in some cash it grants you quicker access to some weapons and perks than having to play for hours on end. the only thins you have to pay for are the cosmetics, everything that affects gameplay can be acheived by earning HC (Hawken Credits) which you get based more on play time than anything else, but you can increase the amount slightly by achieving a higher score in any given game mode. there is only one thing i think could be changed, i just feel like everythings a bit over priced when it comes to using the HC, its better than a lot of other games that have a dual currency system, but it could be better, especially since when you spend 3000 credits on a perk that only works on the mech you bought it for. Ultimately, i feel like the reward system is a bit harsh because you have to buy the same things multiple times if you want to use more than one mech, but other than that its a great game and i highly recommend it",2014-04-26
1131,76561198027225504,http://steamcommunity.com/profiles/76561198027225504,,630,No ratings yet,True,"a great game that lets you play highly tactically or just equip a devestating payload of offensive weapons and still come out on top, the class-bassed system strongly promotes team work, for example: on a number of missions you need a tech, if he dies you need to restart. Mission settings such as ""onsluaght mode"" makes things interesting in the sense that you can have it off and run through the missions as intended and take your time, or turn it on to penalize slow movement due to massive hoardes that... well swarm... you every minute whether you move or not. Vast types of aliens keeps you on your toes and its a game thats overall pretty simple to learn (also has offline practice that offers hints or for you to test different load outs which is fun), then if you havent played in a while you can get right back into it, just like riding a bike",2014-03-20
1132,76561198027225504,http://steamcommunity.com/profiles/76561198027225504,,10680,No ratings yet,True,"single player is a bit limited, but a good internet connection can grant you endless multiplayer addiction",2012-02-27
1133,dicksoutforboromir,http://steamcommunity.com/id/dicksoutforboromir,Last edited May 6.,334230,512 of 630 people (81%) found this review helpful,True,"Named myself Justin BieberGot role veteranWent on alertKilled mafioso, serial killer and RT VigilanteEveryone now knew I was the veteranStill lynched me for being Justin Bieber.11/10 Would stupidly die againEDIT:Died stupidly againStill 11/10EDIT V.2I really, really like this game, but there should be a mandatory IQ test before playing. Legit, 9/10 times key members of the town will be utter ♥♥♥♥♥♥♥ and the game will be doomedStill 11/10",2015-10-17
1134,dicksoutforboromir,http://steamcommunity.com/id/dicksoutforboromir,"Last edited December 12, 2015.",48700,1 of 1 people (100%) found this review helpful,True,">Rescued Lord, sacrificing ~100 men to do so>Escorted his wife all the way across the map>Assisted him in battle, preventing his certain defeat>Gave him a prezzie of some velvet>Denounced his enemies >Fails at capturing a ♥♥♥♥ing spy that moves at 15.0 speed during the day>HATE HATE HATE HATE HATE>Lord denounces me and convinces king to exile me>Instantly gets attacked by Lord and imprisoned for a couple weeksBest medieval sim I've ever played11/10",2014-11-29
1137,dicksoutforboromir,http://steamcommunity.com/id/dicksoutforboromir,,224260,0 of 1 people (0%) found this review helpful,True,As soon as I mention pills everyone attacks me to get the pills. 11/10 would be teamkilled again,2014-11-28
1140,probotsteve,http://steamcommunity.com/id/probotsteve,"Last edited December 13, 2015.",730,No ratings yet,False,"After the revolver update the game become so unbalanced,seems that the devs of the game don`t give a damn about the community ,changing the gameplay to be more like COD type where u can shoot a full clip of ak47 and dont give a damn about the recoil of the weapon .. u gotta love VOLVO <3<3 for all the hard working they`ve done to maintain the game balanced*sarcasm alert*..Let`s not forget about the previous update where they introduced the new in-game sounds and m4a1-s nerf.I hope they will realise the mistakes they`ve made and rebalance the game as soon as possible.♥♥♥♥ ♥♥♥♥♥ Volvo",2015-12-13
1141,76561197977543317,http://steamcommunity.com/profiles/76561197977543317,,243470,0 of 2 people (0%) found this review helpful,False,"This game is terrible. I gave it 3.5 hrs of my life and could do no more.Aside from massive plot holes (how can your phone blow up storm vents?) the whole game feels way overhyped. Combat is boring and discovering the map almost feel pointless.The graphics and city were good though, sometimes there were little things that impressed me about the gameplay. But overrall was not enough to keep my interest.Get GTA V, my recommendation.",2014-09-20
1142,BrutalLegend69,http://steamcommunity.com/id/BrutalLegend69,Last edited July 16.,225260,No ratings yet,True,This Game Is For People That Like RockBut If You Don't Like I Think You Will Either Way,2013-02-28
1143,76561198007539695,http://steamcommunity.com/profiles/76561198007539695,,45730,31 of 36 people (86%) found this review helpful,False,DRM Prevents activation. Don't buy.,2014-10-28
1144,76561198007539695,http://steamcommunity.com/profiles/76561198007539695,,99400,2 of 5 people (40%) found this review helpful,False,Charmingly terrible with ok graphics and nice visual designs (except for Garshasps face) mixed with horribly implemented hack and slash game mechanics and bad levels. Only really good thing about this is it's length (short).,2014-03-29
1145,76561198064026657,http://steamcommunity.com/profiles/76561198064026657,,96100,No ratings yet,True,"This game is amazingly infuriating. Buy it and gift it to your friends, just don't play it yourself.If it wasn't extended it would be even better, one playthrough was enough",2014-11-28
1146,76561198064026657,http://steamcommunity.com/profiles/76561198064026657,,1250,No ratings yet,True,This game is great! provided pointless monster blasting is your thing :)You should play it!,2013-07-07
1147,76561198024450886,http://steamcommunity.com/profiles/76561198024450886,,213650,No ratings yet,True,Fun But Harsh.,2013-10-24
1149,saint556,http://steamcommunity.com/id/saint556,,340050,0 of 1 people (0%) found this review helpful,True,i don't know what to say about this game... this game might look cheap but don't let the price fool you this game is really enjoyble the game play was really easy just doing quest killing zombie looting bad guys and stuff you name it. idk the storyline is not really good but hey you have a free-roaming world you can go anywhere you want i would recommend this game to my friend  10/10,2015-05-06
1150,saint556,http://steamcommunity.com/id/saint556,,234190,0 of 1 people (0%) found this review helpful,True,totally a gun simulator 2014 :3,2014-09-23
1151,saint556,http://steamcommunity.com/id/saint556,,261880,0 of 1 people (0%) found this review helpful,True,ehhh this is like zombie invasion simulator it pretty awesome tons of awesome weapons and stuff  10/10 i like it 030,2014-05-03
1152,saint556,http://steamcommunity.com/id/saint556,,230840,0 of 1 people (0%) found this review helpful,True,i been waiting for this game if you like slender then i think you might like this this is kinda like slender only you use the phone and old memories in the hospital to open the door and solve puzzle 10/10 must have.,2014-05-01
1153,saint556,http://steamcommunity.com/id/saint556,,263760,0 of 1 people (0%) found this review helpful,True,keep clam and dismount :3,2014-04-10
1154,saint556,http://steamcommunity.com/id/saint556,,233190,0 of 1 people (0%) found this review helpful,True,this is really good game to play with your friend you won't be disapointed if you buy this it has almost everthing we want for action side scroll  game the skill system co-op system overall this game is AWESOME  so buy it and let's go kick some alien butt :3,2014-01-05
1156,brettebear,http://steamcommunity.com/id/brettebear,,220780,No ratings yet,True,"Wonder puzzle game, very fun and confusing to play. Great story line as well.",2014-06-20
1157,metiqu,http://steamcommunity.com/id/metiqu,,730,No ratings yet,True,get it.,2015-10-16
1159,Brianseb,http://steamcommunity.com/id/Brianseb,,440,No ratings yet,True,PUT DISPENSER HERE !!!!!,2014-03-20
1160,spike_heart,http://steamcommunity.com/id/spike_heart,,237740,No ratings yet,True,"Very fun game, but very difficult. Great nostalgia for the classics.",2014-01-14
1162,brocky0405,http://steamcommunity.com/id/brocky0405,,48700,No ratings yet,True,i have no friends to play with so this game is not fun but sure play it if you have friends EUGHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH,2015-09-30
1163,brocky0405,http://steamcommunity.com/id/brocky0405,,383080,No ratings yet,True,10/10 Good noises,2015-08-10
1164,brocky0405,http://steamcommunity.com/id/brocky0405,,363970,No ratings yet,True,Mlg Arthiritis,2015-06-14
1165,brocky0405,http://steamcommunity.com/id/brocky0405,,730,No ratings yet,True,A Definite yes if you dont want ♥♥♥♥♥♥♥t this just takes skill,2014-09-08
1166,brocky0405,http://steamcommunity.com/id/brocky0405,,440,No ratings yet,True,AMAZING FUN GAME,2013-11-28
1167,brocky0405,http://steamcommunity.com/id/brocky0405,,212180,No ratings yet,True,SWEET GAME See it| Combat Arms weomse frist person shooter!,2013-09-25
1168,76561198046094676,http://steamcommunity.com/profiles/76561198046094676,,72850,1 of 1 people (100%) found this review helpful,True,"Play this game, or the gaming world will disown you. It is a simple as that.",2012-10-01
1169,76561198046094676,http://steamcommunity.com/profiles/76561198046094676,,4560,No ratings yet,True,"It easily is the best, true to it's genre (Total War is part turn-based so it doesn't count), Real Time Strategy game on the planet",2013-09-23
1170,76561198046094676,http://steamcommunity.com/profiles/76561198046094676,,203770,No ratings yet,True,"You may need a million and one DLC's that cost the price of the actual game, but with or without them the game is still oddly addicting",2013-08-31
